donor_id,wealth_rating,property_value_estimate,estimated_income_band,philanthropic_capacity_score,screening_date,data_source
5620,D,225423,"£25,000-£40,000",26,2024-04-21,External Screening
6727,C,367812,"£40,000-£75,000",56,2024-03-02,External Screening
1944,C,324336,"£40,000-£75,000",50,2024-04-03,External Screening
6587,B,467982,"£75,000-£150,000",76,2024-05-17,External Screening
2779,C,371957,"£40,000-£75,000",41,2024-03-22,External Screening
2154,B,630549,"£75,000-£150,000",72,2024-02-01,External Screening
3284,D,192164,"£25,000-£40,000",40,2024-01-04,External Screening
5697,B,555952,"£75,000-£150,000",68,2024-06-16,External Screening
5170,C,274055,"£40,000-£75,000",57,2024-04-11,External Screening
1075,C,307760,"£40,000-£75,000",53,2024-05-18,External Screening
6408,C,306477,"£40,000-£75,000",52,2024-01-23,External Screening
7156,B,638340,"£75,000-£150,000",84,2024-06-05,External Screening
2490,D,217540,"£25,000-£40,000",41,2024-06-05,External Screening
3373,C,250702,"£40,000-£75,000",65,2024-03-25,External Screening
5086,C,291239,"£40,000-£75,000",42,2024-03-15,External Screening
5971,B,522571,"£75,000-£150,000",84,2024-05-16,External Screening
3591,C,368406,"£40,000-£75,000",40,2024-01-10,External Screening
1082,C,366418,"£40,000-£75,000",42,2024-02-04,External Screening
1632,B,681559,"£75,000-£150,000",77,2024-01-17,External Screening
4902,C,396469,"£40,000-£75,000",43,2024-01-17,External Screening
6347,B,526131,"£75,000-£150,000",65,2024-06-27,External Screening
4393,B,733181,"£75,000-£150,000",64,2024-01-26,External Screening
2122,C,338177,"£40,000-£75,000",41,2024-04-17,External Screening
3377,C,351081,"£40,000-£75,000",63,2024-06-13,External Screening
3884,D,226539,"£25,000-£40,000",25,2024-02-28,External Screening
2146,B,468015,"£75,000-£150,000",63,2024-02-11,External Screening
1210,B,698967,"£75,000-£150,000",62,2024-03-21,External Screening
4762,C,263725,"£40,000-£75,000",41,2024-01-11,External Screening
6270,D,213013,"£25,000-£40,000",32,2024-06-15,External Screening
3781,C,359925,"£40,000-£75,000",53,2024-02-24,External Screening
1521,C,333458,"£40,000-£75,000",55,2024-03-13,External Screening
5047,C,297582,"£40,000-£75,000",41,2024-03-17,External Screening
2710,C,290049,"£40,000-£75,000",44,2024-02-06,External Screening
4261,D,163592,"£25,000-£40,000",29,2024-02-07,External Screening
7332,D,238527,"£25,000-£40,000",35,2024-02-12,External Screening
4601,D,181069,"£25,000-£40,000",40,2024-06-19,External Screening
5958,D,206886,"£25,000-£40,000",42,2024-03-24,External Screening
3110,D,216792,"£25,000-£40,000",35,2024-03-07,External Screening
5834,B,490633,"£75,000-£150,000",84,2024-02-17,External Screening
7384,B,473120,"£75,000-£150,000",75,2024-03-04,External Screening
3886,C,382442,"£40,000-£75,000",51,2024-05-11,External Screening
3872,C,383634,"£40,000-£75,000",58,2024-01-08,External Screening
6766,E,134660,"<£25,000",27,2024-02-08,External Screening
1798,B,578539,"£75,000-£150,000",68,2024-05-23,External Screening
4841,C,299638,"£40,000-£75,000",48,2024-01-26,External Screening
3100,D,184892,"£25,000-£40,000",44,2024-01-25,External Screening
3177,D,203109,"£25,000-£40,000",39,2024-03-04,External Screening
3987,D,173442,"£25,000-£40,000",41,2024-06-28,External Screening
6118,C,257338,"£40,000-£75,000",55,2024-04-10,External Screening
2937,B,736918,"£75,000-£150,000",73,2024-02-22,External Screening
3611,B,736777,"£75,000-£150,000",84,2024-01-23,External Screening
6315,C,263250,"£40,000-£75,000",46,2024-04-03,External Screening
2037,E,53069,"<£25,000",20,2024-03-12,External Screening
4062,A,1029942,"£150,000+",96,2024-01-28,External Screening
5560,B,602947,"£75,000-£150,000",69,2024-02-28,External Screening
1459,C,255437,"£40,000-£75,000",41,2024-01-17,External Screening
4888,C,285644,"£40,000-£75,000",49,2024-06-20,External Screening
5301,B,580091,"£75,000-£150,000",83,2024-03-05,External Screening
5543,A,1354267,"£150,000+",78,2024-02-23,External Screening
4409,C,392192,"£40,000-£75,000",40,2024-05-10,External Screening
4846,E,133586,"<£25,000",15,2024-05-02,External Screening
6132,D,176803,"£25,000-£40,000",36,2024-03-09,External Screening
3167,D,231879,"£25,000-£40,000",30,2024-04-20,External Screening
7010,B,574669,"£75,000-£150,000",61,2024-04-18,External Screening
6413,B,428350,"£75,000-£150,000",70,2024-01-13,External Screening
5942,C,304009,"£40,000-£75,000",63,2024-05-26,External Screening
3578,C,304077,"£40,000-£75,000",52,2024-01-01,External Screening
2554,D,198702,"£25,000-£40,000",31,2024-02-17,External Screening
5529,B,682717,"£75,000-£150,000",62,2024-06-08,External Screening
1236,D,181398,"£25,000-£40,000",39,2024-02-20,External Screening
1924,C,307467,"£40,000-£75,000",44,2024-03-26,External Screening
4771,A,1714053,"£150,000+",94,2024-02-01,External Screening
2463,D,233930,"£25,000-£40,000",31,2024-01-06,External Screening
6119,D,188124,"£25,000-£40,000",37,2024-06-14,External Screening
6484,B,703315,"£75,000-£150,000",73,2024-01-19,External Screening
1585,D,160172,"£25,000-£40,000",37,2024-05-09,External Screening
4643,C,360467,"£40,000-£75,000",54,2024-02-20,External Screening
1809,D,189467,"£25,000-£40,000",32,2024-05-05,External Screening
2338,C,324798,"£40,000-£75,000",57,2024-06-13,External Screening
3017,D,219795,"£25,000-£40,000",34,2024-01-12,External Screening
1126,D,212185,"£25,000-£40,000",34,2024-05-28,External Screening
4082,D,171181,"£25,000-£40,000",44,2024-02-04,External Screening
1401,E,86260,"<£25,000",11,2024-01-08,External Screening
3031,E,143698,"<£25,000",12,2024-04-18,External Screening
3192,C,386089,"£40,000-£75,000",56,2024-06-05,External Screening
5754,D,188958,"£25,000-£40,000",33,2024-01-10,External Screening
2698,A,1464292,"£150,000+",79,2024-05-01,External Screening
4927,D,150441,"£25,000-£40,000",35,2024-03-08,External Screening
1077,C,376254,"£40,000-£75,000",48,2024-01-04,External Screening
6771,B,680452,"£75,000-£150,000",73,2024-06-06,External Screening
5154,C,282307,"£40,000-£75,000",55,2024-06-18,External Screening
1088,D,201927,"£25,000-£40,000",30,2024-01-20,External Screening
4046,D,224299,"£25,000-£40,000",42,2024-06-27,External Screening
2894,A,1479009,"£150,000+",78,2024-01-21,External Screening
1750,A,1713749,"£150,000+",99,2024-05-20,External Screening
3055,E,69531,"<£25,000",15,2024-03-19,External Screening
4886,C,263898,"£40,000-£75,000",64,2024-01-24,External Screening
5427,D,170506,"£25,000-£40,000",29,2024-02-04,External Screening
2341,D,165470,"£25,000-£40,000",43,2024-02-24,External Screening
4438,C,305666,"£40,000-£75,000",45,2024-03-18,External Screening
3860,B,756380,"£75,000-£150,000",62,2024-06-01,External Screening
1001,C,278315,"£40,000-£75,000",46,2024-01-06,External Screening
5184,C,397107,"£40,000-£75,000",41,2024-04-02,External Screening
6546,E,138980,"<£25,000",13,2024-02-23,External Screening
1227,D,208973,"£25,000-£40,000",34,2024-01-12,External Screening
7278,E,124236,"<£25,000",13,2024-03-01,External Screening
4920,B,611897,"£75,000-£150,000",62,2024-06-21,External Screening
3896,C,345869,"£40,000-£75,000",48,2024-01-15,External Screening
4275,B,785617,"£75,000-£150,000",71,2024-06-21,External Screening
5393,E,141637,"<£25,000",10,2024-05-24,External Screening
5321,E,67549,"<£25,000",25,2024-01-25,External Screening
1721,A,1861740,"£150,000+",88,2024-04-03,External Screening
6338,C,330250,"£40,000-£75,000",40,2024-04-22,External Screening
2742,C,319518,"£40,000-£75,000",64,2024-05-13,External Screening
6881,D,199120,"£25,000-£40,000",34,2024-02-01,External Screening
4957,E,149388,"<£25,000",17,2024-05-17,External Screening
1160,C,281478,"£40,000-£75,000",53,2024-03-17,External Screening
5650,D,200646,"£25,000-£40,000",39,2024-03-05,External Screening
1795,B,755309,"£75,000-£150,000",81,2024-05-12,External Screening
3939,D,207906,"£25,000-£40,000",41,2024-02-21,External Screening
3819,C,386484,"£40,000-£75,000",52,2024-01-07,External Screening
1178,C,252341,"£40,000-£75,000",55,2024-04-17,External Screening
6194,D,209668,"£25,000-£40,000",31,2024-04-24,External Screening
3669,D,176073,"£25,000-£40,000",32,2024-05-26,External Screening
2864,C,360290,"£40,000-£75,000",63,2024-06-05,External Screening
1375,A,1964440,"£150,000+",93,2024-02-27,External Screening
2898,E,113276,"<£25,000",23,2024-01-15,External Screening
6257,B,439157,"£75,000-£150,000",82,2024-02-10,External Screening
1934,C,327737,"£40,000-£75,000",55,2024-01-01,External Screening
5460,C,335493,"£40,000-£75,000",41,2024-04-09,External Screening
6672,B,498128,"£75,000-£150,000",80,2024-02-26,External Screening
7082,C,315156,"£40,000-£75,000",56,2024-06-04,External Screening
5998,B,762951,"£75,000-£150,000",82,2024-04-16,External Screening
1426,E,126452,"<£25,000",27,2024-03-21,External Screening
2945,C,332119,"£40,000-£75,000",60,2024-04-28,External Screening
5763,A,1395741,"£150,000+",90,2024-01-17,External Screening
5052,D,191674,"£25,000-£40,000",35,2024-01-16,External Screening
2291,A,1786359,"£150,000+",80,2024-01-06,External Screening
2762,D,154680,"£25,000-£40,000",40,2024-02-11,External Screening
5024,C,286609,"£40,000-£75,000",51,2024-03-25,External Screening
1628,C,261680,"£40,000-£75,000",47,2024-05-19,External Screening
3721,B,772944,"£75,000-£150,000",75,2024-06-22,External Screening
7273,C,371066,"£40,000-£75,000",51,2024-02-11,External Screening
7442,C,360617,"£40,000-£75,000",57,2024-05-01,External Screening
4699,B,435783,"£75,000-£150,000",63,2024-03-20,External Screening
7484,B,484130,"£75,000-£150,000",80,2024-03-03,External Screening
4460,C,324884,"£40,000-£75,000",45,2024-04-25,External Screening
5714,C,277877,"£40,000-£75,000",60,2024-05-10,External Screening
4420,D,249438,"£25,000-£40,000",39,2024-05-03,External Screening
3099,D,190019,"£25,000-£40,000",36,2024-02-04,External Screening
3376,C,287429,"£40,000-£75,000",62,2024-06-02,External Screening
7125,C,326900,"£40,000-£75,000",62,2024-04-28,External Screening
5117,C,297222,"£40,000-£75,000",61,2024-02-24,External Screening
5199,C,392842,"£40,000-£75,000",55,2024-05-25,External Screening
7385,C,267563,"£40,000-£75,000",63,2024-02-15,External Screening
4464,D,188036,"£25,000-£40,000",26,2024-06-11,External Screening
2398,C,342089,"£40,000-£75,000",42,2024-02-12,External Screening
5274,C,264032,"£40,000-£75,000",43,2024-04-17,External Screening
5751,A,1979628,"£150,000+",87,2024-01-11,External Screening
2336,E,76588,"<£25,000",22,2024-03-07,External Screening
7495,C,325529,"£40,000-£75,000",46,2024-05-02,External Screening
4864,C,399109,"£40,000-£75,000",49,2024-02-03,External Screening
1710,D,190286,"£25,000-£40,000",26,2024-01-05,External Screening
4486,C,337178,"£40,000-£75,000",42,2024-01-16,External Screening
5059,B,438289,"£75,000-£150,000",66,2024-05-04,External Screening
5418,C,269095,"£40,000-£75,000",60,2024-06-01,External Screening
5695,A,972288,"£150,000+",92,2024-01-13,External Screening
1979,E,82529,"<£25,000",26,2024-02-18,External Screening
6236,B,580565,"£75,000-£150,000",67,2024-01-06,External Screening
2571,C,342641,"£40,000-£75,000",51,2024-02-12,External Screening
3007,C,304682,"£40,000-£75,000",59,2024-03-05,External Screening
4687,D,210196,"£25,000-£40,000",40,2024-03-10,External Screening
5994,E,76515,"<£25,000",15,2024-05-03,External Screening
5815,C,342736,"£40,000-£75,000",54,2024-05-08,External Screening
3512,D,194679,"£25,000-£40,000",37,2024-06-20,External Screening
5660,E,50252,"<£25,000",30,2024-03-06,External Screening
5023,C,356901,"£40,000-£75,000",42,2024-05-02,External Screening
4801,D,222138,"£25,000-£40,000",28,2024-01-22,External Screening
1101,E,125760,"<£25,000",13,2024-05-13,External Screening
1343,E,87406,"<£25,000",16,2024-06-26,External Screening
5238,D,174624,"£25,000-£40,000",45,2024-01-20,External Screening
4410,D,154555,"£25,000-£40,000",40,2024-01-27,External Screening
1347,E,117832,"<£25,000",14,2024-01-13,External Screening
4507,C,306663,"£40,000-£75,000",46,2024-03-11,External Screening
1150,C,368226,"£40,000-£75,000",53,2024-05-27,External Screening
1735,C,344152,"£40,000-£75,000",53,2024-01-28,External Screening
1446,C,342977,"£40,000-£75,000",45,2024-02-14,External Screening
5410,C,271370,"£40,000-£75,000",58,2024-02-09,External Screening
3427,B,796188,"£75,000-£150,000",77,2024-02-09,External Screening
4892,D,214489,"£25,000-£40,000",36,2024-05-14,External Screening
1747,C,291153,"£40,000-£75,000",47,2024-03-26,External Screening
6007,C,350232,"£40,000-£75,000",42,2024-03-26,External Screening
4271,C,358616,"£40,000-£75,000",53,2024-02-06,External Screening
4217,C,282367,"£40,000-£75,000",43,2024-06-24,External Screening
2911,D,234748,"£25,000-£40,000",25,2024-02-25,External Screening
7165,B,493380,"£75,000-£150,000",69,2024-01-19,External Screening
6009,E,117494,"<£25,000",21,2024-05-18,External Screening
6604,D,222578,"£25,000-£40,000",40,2024-01-27,External Screening
6095,C,358385,"£40,000-£75,000",56,2024-03-14,External Screening
3027,C,356949,"£40,000-£75,000",47,2024-02-19,External Screening
4452,D,150357,"£25,000-£40,000",36,2024-03-06,External Screening
3336,C,271160,"£40,000-£75,000",42,2024-06-08,External Screening
6788,C,255553,"£40,000-£75,000",43,2024-06-15,External Screening
7490,A,1453743,"£150,000+",86,2024-06-20,External Screening
3507,C,316504,"£40,000-£75,000",44,2024-02-19,External Screening
6573,E,97735,"<£25,000",18,2024-02-14,External Screening
2261,C,331141,"£40,000-£75,000",51,2024-02-23,External Screening
1189,B,467719,"£75,000-£150,000",73,2024-03-05,External Screening
2158,D,238419,"£25,000-£40,000",29,2024-01-09,External Screening
6504,B,742402,"£75,000-£150,000",61,2024-02-10,External Screening
4493,C,388752,"£40,000-£75,000",64,2024-05-26,External Screening
3773,D,169240,"£25,000-£40,000",27,2024-01-25,External Screening
5434,B,499686,"£75,000-£150,000",81,2024-01-21,External Screening
4536,A,1259216,"£150,000+",89,2024-05-06,External Screening
3695,D,218015,"£25,000-£40,000",39,2024-04-17,External Screening
7031,D,237563,"£25,000-£40,000",36,2024-04-23,External Screening
1598,C,313296,"£40,000-£75,000",63,2024-04-21,External Screening
5142,C,311046,"£40,000-£75,000",56,2024-01-17,External Screening
1842,D,224776,"£25,000-£40,000",40,2024-01-19,External Screening
5407,B,528401,"£75,000-£150,000",61,2024-03-25,External Screening
7117,C,310682,"£40,000-£75,000",55,2024-01-14,External Screening
7224,D,237111,"£25,000-£40,000",45,2024-01-02,External Screening
3049,C,374471,"£40,000-£75,000",55,2024-04-21,External Screening
2964,B,719161,"£75,000-£150,000",77,2024-06-09,External Screening
5625,C,307988,"£40,000-£75,000",59,2024-02-05,External Screening
1951,D,248764,"£25,000-£40,000",25,2024-04-25,External Screening
5823,B,420194,"£75,000-£150,000",65,2024-04-06,External Screening
7127,A,1958954,"£150,000+",87,2024-01-25,External Screening
7223,B,753649,"£75,000-£150,000",64,2024-04-19,External Screening
5076,E,67391,"<£25,000",19,2024-06-21,External Screening
4463,E,103850,"<£25,000",17,2024-01-05,External Screening
1344,C,315600,"£40,000-£75,000",56,2024-01-09,External Screening
2963,D,191408,"£25,000-£40,000",25,2024-03-16,External Screening
4761,C,295762,"£40,000-£75,000",47,2024-06-16,External Screening
4979,C,399769,"£40,000-£75,000",51,2024-06-26,External Screening
6294,D,221701,"£25,000-£40,000",41,2024-06-04,External Screening
4001,E,74102,"<£25,000",14,2024-03-26,External Screening
2361,D,204894,"£25,000-£40,000",41,2024-02-25,External Screening
1304,C,374692,"£40,000-£75,000",42,2024-02-22,External Screening
3793,C,367520,"£40,000-£75,000",40,2024-04-22,External Screening
6603,A,1567271,"£150,000+",94,2024-06-24,External Screening
2787,E,104033,"<£25,000",12,2024-05-04,External Screening
1646,C,298938,"£40,000-£75,000",52,2024-06-07,External Screening
3065,D,201461,"£25,000-£40,000",26,2024-06-08,External Screening
1754,D,179825,"£25,000-£40,000",39,2024-06-08,External Screening
5060,C,322112,"£40,000-£75,000",43,2024-05-08,External Screening
3408,C,311574,"£40,000-£75,000",47,2024-03-08,External Screening
5141,E,96518,"<£25,000",24,2024-06-03,External Screening
7137,D,228311,"£25,000-£40,000",44,2024-05-04,External Screening
6461,D,230877,"£25,000-£40,000",30,2024-01-02,External Screening
1929,C,337901,"£40,000-£75,000",63,2024-04-07,External Screening
2832,C,267092,"£40,000-£75,000",56,2024-04-18,External Screening
3492,B,732858,"£75,000-£150,000",80,2024-03-24,External Screening
4256,D,194777,"£25,000-£40,000",41,2024-06-08,External Screening
1833,C,288445,"£40,000-£75,000",49,2024-01-18,External Screening
6143,D,235773,"£25,000-£40,000",31,2024-02-27,External Screening
4740,E,105582,"<£25,000",17,2024-01-22,External Screening
7197,D,205562,"£25,000-£40,000",40,2024-01-18,External Screening
7466,C,252469,"£40,000-£75,000",57,2024-04-14,External Screening
1998,B,578188,"£75,000-£150,000",61,2024-04-19,External Screening
2768,E,134203,"<£25,000",15,2024-02-08,External Screening
2240,D,188198,"£25,000-£40,000",43,2024-02-07,External Screening
5776,C,381191,"£40,000-£75,000",44,2024-03-17,External Screening
3654,D,232268,"£25,000-£40,000",41,2024-06-12,External Screening
1093,E,104504,"<£25,000",29,2024-02-02,External Screening
6962,B,469799,"£75,000-£150,000",76,2024-02-15,External Screening
4371,D,199317,"£25,000-£40,000",44,2024-03-13,External Screening
3899,D,176873,"£25,000-£40,000",27,2024-02-20,External Screening
3503,C,283580,"£40,000-£75,000",54,2024-03-03,External Screening
5514,C,344026,"£40,000-£75,000",46,2024-01-17,External Screening
6826,C,289688,"£40,000-£75,000",62,2024-03-24,External Screening
1967,C,329747,"£40,000-£75,000",46,2024-02-04,External Screening
2507,D,173427,"£25,000-£40,000",26,2024-01-19,External Screening
1544,C,286075,"£40,000-£75,000",48,2024-02-02,External Screening
2748,B,552717,"£75,000-£150,000",72,2024-02-22,External Screening
6840,C,309211,"£40,000-£75,000",59,2024-03-09,External Screening
6970,C,316070,"£40,000-£75,000",64,2024-02-19,External Screening
2640,D,156050,"£25,000-£40,000",36,2024-01-23,External Screening
5675,D,240214,"£25,000-£40,000",26,2024-01-01,External Screening
7432,B,684130,"£75,000-£150,000",72,2024-01-09,External Screening
1520,D,230621,"£25,000-£40,000",39,2024-06-13,External Screening
5626,C,266536,"£40,000-£75,000",48,2024-06-04,External Screening
5362,D,204009,"£25,000-£40,000",34,2024-03-27,External Screening
3842,C,355513,"£40,000-£75,000",55,2024-06-14,External Screening
4854,B,529399,"£75,000-£150,000",84,2024-06-15,External Screening
4429,D,188851,"£25,000-£40,000",41,2024-06-11,External Screening
5116,C,362202,"£40,000-£75,000",49,2024-05-23,External Screening
1228,C,329380,"£40,000-£75,000",63,2024-02-24,External Screening
1320,D,192868,"£25,000-£40,000",32,2024-04-25,External Screening
1307,D,194818,"£25,000-£40,000",33,2024-05-03,External Screening
7349,C,388823,"£40,000-£75,000",48,2024-04-12,External Screening
7323,D,190908,"£25,000-£40,000",43,2024-06-23,External Screening
2534,D,162862,"£25,000-£40,000",28,2024-05-23,External Screening
3034,C,253584,"£40,000-£75,000",58,2024-03-12,External Screening
7167,D,154866,"£25,000-£40,000",42,2024-01-27,External Screening
2886,D,151896,"£25,000-£40,000",41,2024-03-22,External Screening
2681,B,727755,"£75,000-£150,000",70,2024-05-04,External Screening
2635,C,280957,"£40,000-£75,000",62,2024-03-08,External Screening
2281,E,72037,"<£25,000",17,2024-06-26,External Screening
1823,A,1657560,"£150,000+",96,2024-03-13,External Screening
7376,C,358967,"£40,000-£75,000",59,2024-03-19,External Screening
5307,E,111520,"<£25,000",22,2024-03-08,External Screening
1983,B,465582,"£75,000-£150,000",72,2024-01-15,External Screening
3171,D,158647,"£25,000-£40,000",27,2024-04-17,External Screening
3063,E,87863,"<£25,000",28,2024-01-22,External Screening
6297,C,334054,"£40,000-£75,000",55,2024-06-07,External Screening
3658,B,718536,"£75,000-£150,000",74,2024-06-21,External Screening
3026,A,1973217,"£150,000+",100,2024-06-25,External Screening
6714,C,290554,"£40,000-£75,000",53,2024-02-23,External Screening
1761,D,171296,"£25,000-£40,000",44,2024-01-22,External Screening
5359,B,615949,"£75,000-£150,000",84,2024-05-14,External Screening
4454,B,754418,"£75,000-£150,000",83,2024-05-01,External Screening
6491,D,154490,"£25,000-£40,000",32,2024-03-15,External Screening
5375,C,265689,"£40,000-£75,000",55,2024-05-20,External Screening
2250,C,276407,"£40,000-£75,000",54,2024-02-09,External Screening
6360,D,233163,"£25,000-£40,000",32,2024-06-17,External Screening
5015,C,360057,"£40,000-£75,000",60,2024-05-26,External Screening
6595,C,313971,"£40,000-£75,000",41,2024-03-23,External Screening
7195,E,147475,"<£25,000",18,2024-01-19,External Screening
3731,A,994833,"£150,000+",85,2024-05-24,External Screening
6929,D,231083,"£25,000-£40,000",45,2024-02-26,External Screening
1946,E,111045,"<£25,000",15,2024-04-04,External Screening
6902,B,698074,"£75,000-£150,000",80,2024-03-07,External Screening
1194,D,158897,"£25,000-£40,000",26,2024-01-21,External Screening
1354,B,780762,"£75,000-£150,000",61,2024-02-12,External Screening
4437,D,151297,"£25,000-£40,000",29,2024-02-01,External Screening
7182,B,664280,"£75,000-£150,000",84,2024-02-24,External Screening
7044,C,280060,"£40,000-£75,000",50,2024-05-18,External Screening
7077,A,1163249,"£150,000+",76,2024-01-14,External Screening
6591,C,276427,"£40,000-£75,000",51,2024-01-15,External Screening
2214,C,353749,"£40,000-£75,000",64,2024-03-22,External Screening
4630,C,353794,"£40,000-£75,000",50,2024-01-05,External Screening
1668,C,267671,"£40,000-£75,000",49,2024-03-06,External Screening
2759,C,256332,"£40,000-£75,000",60,2024-06-06,External Screening
3256,D,193195,"£25,000-£40,000",29,2024-03-11,External Screening
6939,B,464268,"£75,000-£150,000",77,2024-03-26,External Screening
6745,E,136696,"<£25,000",29,2024-01-15,External Screening
1931,A,1984916,"£150,000+",88,2024-03-06,External Screening
2956,C,394769,"£40,000-£75,000",41,2024-02-26,External Screening
7295,E,80430,"<£25,000",16,2024-05-12,External Screening
1627,C,260802,"£40,000-£75,000",46,2024-06-18,External Screening
5136,D,165955,"£25,000-£40,000",29,2024-04-26,External Screening
6285,C,264142,"£40,000-£75,000",54,2024-03-22,External Screening
2763,D,228130,"£25,000-£40,000",41,2024-03-06,External Screening
5863,B,428456,"£75,000-£150,000",68,2024-03-26,External Screening
5387,C,388911,"£40,000-£75,000",43,2024-06-08,External Screening
4408,D,232082,"£25,000-£40,000",29,2024-05-02,External Screening
1418,B,449418,"£75,000-£150,000",84,2024-03-09,External Screening
6104,A,1156110,"£150,000+",82,2024-01-27,External Screening
3744,C,361788,"£40,000-£75,000",57,2024-03-09,External Screening
5812,A,1417648,"£150,000+",89,2024-03-22,External Screening
3283,C,384203,"£40,000-£75,000",62,2024-01-23,External Screening
4881,D,240233,"£25,000-£40,000",32,2024-04-17,External Screening
6458,D,199890,"£25,000-£40,000",31,2024-06-23,External Screening
3397,D,198236,"£25,000-£40,000",36,2024-05-04,External Screening
6125,D,162592,"£25,000-£40,000",40,2024-01-22,External Screening
3878,C,391236,"£40,000-£75,000",65,2024-04-25,External Screening
3952,D,192871,"£25,000-£40,000",42,2024-01-04,External Screening
6048,C,302783,"£40,000-£75,000",46,2024-01-03,External Screening
1321,D,244235,"£25,000-£40,000",35,2024-01-19,External Screening
6580,D,181370,"£25,000-£40,000",32,2024-05-27,External Screening
3449,D,151203,"£25,000-£40,000",33,2024-02-03,External Screening
2410,C,352554,"£40,000-£75,000",47,2024-03-23,External Screening
4266,C,350197,"£40,000-£75,000",60,2024-03-07,External Screening
1185,C,339853,"£40,000-£75,000",43,2024-06-01,External Screening
5583,B,790553,"£75,000-£150,000",81,2024-03-01,External Screening
7115,D,198867,"£25,000-£40,000",42,2024-04-28,External Screening
4828,E,57368,"<£25,000",14,2024-02-09,External Screening
4808,E,137314,"<£25,000",21,2024-05-26,External Screening
1604,D,225926,"£25,000-£40,000",31,2024-01-06,External Screening
7157,E,148632,"<£25,000",26,2024-06-14,External Screening
4016,C,347226,"£40,000-£75,000",57,2024-06-25,External Screening
2872,A,948878,"£150,000+",90,2024-02-07,External Screening
2413,C,354497,"£40,000-£75,000",53,2024-04-13,External Screening
1685,D,182792,"£25,000-£40,000",28,2024-01-07,External Screening
1563,B,696346,"£75,000-£150,000",79,2024-01-05,External Screening
2116,C,354578,"£40,000-£75,000",44,2024-05-27,External Screening
2995,C,269306,"£40,000-£75,000",52,2024-04-10,External Screening
2416,C,320381,"£40,000-£75,000",49,2024-06-08,External Screening
4180,C,294653,"£40,000-£75,000",57,2024-04-02,External Screening
1412,A,1464039,"£150,000+",91,2024-01-12,External Screening
3209,C,388494,"£40,000-£75,000",49,2024-04-24,External Screening
1207,C,352051,"£40,000-£75,000",60,2024-05-06,External Screening
5075,C,267267,"£40,000-£75,000",60,2024-04-15,External Screening
1687,D,232025,"£25,000-£40,000",42,2024-06-08,External Screening
3009,C,373081,"£40,000-£75,000",43,2024-05-26,External Screening
5180,C,354306,"£40,000-£75,000",56,2024-01-16,External Screening
6593,B,603744,"£75,000-£150,000",85,2024-01-14,External Screening
5267,C,299175,"£40,000-£75,000",65,2024-04-26,External Screening
6205,D,197815,"£25,000-£40,000",37,2024-04-09,External Screening
4333,D,224222,"£25,000-£40,000",28,2024-04-13,External Screening
6556,C,326158,"£40,000-£75,000",45,2024-01-19,External Screening
3155,C,381826,"£40,000-£75,000",62,2024-02-20,External Screening
1464,B,711167,"£75,000-£150,000",78,2024-06-20,External Screening
2360,B,749327,"£75,000-£150,000",82,2024-04-27,External Screening
5536,C,315731,"£40,000-£75,000",61,2024-03-11,External Screening
6520,E,61622,"<£25,000",21,2024-03-28,External Screening
2088,C,259005,"£40,000-£75,000",64,2024-05-04,External Screening
3566,B,566514,"£75,000-£150,000",70,2024-06-10,External Screening
2996,E,131853,"<£25,000",11,2024-06-13,External Screening
6424,A,1909300,"£150,000+",98,2024-06-25,External Screening
1897,E,120043,"<£25,000",23,2024-05-07,External Screening
4499,C,398786,"£40,000-£75,000",40,2024-05-25,External Screening
6419,C,329837,"£40,000-£75,000",58,2024-06-04,External Screening
3547,D,193180,"£25,000-£40,000",38,2024-04-24,External Screening
2386,A,1079551,"£150,000+",94,2024-02-19,External Screening
3429,A,1490657,"£150,000+",85,2024-01-16,External Screening
3292,C,390012,"£40,000-£75,000",58,2024-04-08,External Screening
2691,B,795491,"£75,000-£150,000",73,2024-01-02,External Screening
6922,E,86899,"<£25,000",15,2024-03-18,External Screening
2882,E,70689,"<£25,000",21,2024-01-12,External Screening
2745,C,385245,"£40,000-£75,000",58,2024-05-28,External Screening
1629,D,233021,"£25,000-£40,000",45,2024-04-19,External Screening
2616,B,607263,"£75,000-£150,000",79,2024-05-09,External Screening
4589,D,153116,"£25,000-£40,000",40,2024-05-20,External Screening
7351,B,538226,"£75,000-£150,000",81,2024-04-17,External Screening
7470,C,365440,"£40,000-£75,000",57,2024-04-04,External Screening
1680,E,86490,"<£25,000",13,2024-05-23,External Screening
5300,D,197491,"£25,000-£40,000",27,2024-01-13,External Screening
2153,E,115563,"<£25,000",22,2024-05-02,External Screening
7027,B,459095,"£75,000-£150,000",84,2024-06-13,External Screening
3021,D,234721,"£25,000-£40,000",31,2024-05-14,External Screening
2666,A,955523,"£150,000+",97,2024-02-04,External Screening
5513,A,1691199,"£150,000+",76,2024-03-06,External Screening
1329,E,55063,"<£25,000",22,2024-04-19,External Screening
1197,E,132196,"<£25,000",13,2024-01-26,External Screening
6241,D,242219,"£25,000-£40,000",27,2024-04-14,External Screening
3692,C,317110,"£40,000-£75,000",49,2024-04-07,External Screening
2519,C,298687,"£40,000-£75,000",49,2024-05-12,External Screening
5858,C,305636,"£40,000-£75,000",59,2024-06-17,External Screening
6838,D,246767,"£25,000-£40,000",31,2024-05-14,External Screening
